HEARING	SPEAKER	MAIN SPEAKER	ROLE	TEXT
0201-11-19	Kurt Volker	W-Volker	W-Volker	The way I saw it is that it would be helpful. It would be a way of being convincing to Mayor Giuliani and also the president that this team in Ukraine is serious about fighting corruption reform, that they are different. And if that would be helpful in getting a more positive attitude and the White House meeting scheduled, then that would be useful.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I wouldn’t have called it a necessary condition. And in fact, when it became clear later that we were not able to agree on an agreement that the Ukrainians were comfortable with, I agree with the Ukrainians just to drop it. It’s not worth it.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I wouldn’t have called it a condition. It’s a nuance I guess, but I viewed it as very helpful. If we could get this done, it would help improve the perception that President Trump and others had, and then we would get the date for a meeting. If we didn’t have a statement, I wasn’t giving up and thinking that, oh well then we’ll never get a meeting.
0201-11-19	Kurt Volker	W-Volker	W-Volker	It says, “Hi Andrey. Good talking. Following is text with insert at the end for the two key items. We will work on official request.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That’s what he said will be necessary for that to be credible.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Not yet.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Thank you. I do remember a conversation with Tim. I’m not sure about the timing. I left around that time to go on a trip, and so it may have been a little bit earlier. I’m not sure about the timing. And what I do remember the discussion being is Tim asking me what is my impression of the role that Ambassador Sondland plays. And my response to that was, well, I find it helpful that he has political contacts in the White House. I don’t have those contacts. I’m working the national security, the diplomatic front, but I don’t have the political contacts. And so he’s able to use those to support the same goals that we are working toward. And I viewed that as helpful.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I say, I’m not in the loop. Talk Monday.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes, that’s correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That’s my understanding.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	No sir.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Very proud of it.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I was the principal deputy assistant secretary, so I had all, working for the assistant secretary, had all of Europe and Eurasia and particular responsibility for NATO, Western Europe and European Union.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I was acting for several months, six months or so.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I did.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes, I did.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Not for me to say.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Absolutely. When I look back at the record, I think we did an awful lot to support Ukraine.
0201-11-19	Kurt Volker	W-Volker	W-Volker	President Trump approved each of the decisions made along the way. Providing lethal defensive equipment and the non-recognition statement on Crimea, I think being two of the most important ones.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I believe it was. I can’t be 100% sure, but I believe it was the largest national delegation.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Secretary Perry, Ambassador Sondland, myself, Senator Ron Johnson was there, and also the charge aid affair at the US embassy at the time, Joe Pennington.
0201-11-19	Kurt Volker	W-Volker	W-Volker	It did. I believe we had about three days notice in which to put the delegation together.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I don’t.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is true.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	No, it’s something that had happened in my career in the past. I’d seen holdups of assistance. I just assumed it was part of the decision making process. Somebody had an objection. We had to overcome it.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That was a supposition that I made because of the meeting with the president on May 23rd. I thought that could be what’s behind it.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I believe he, let me get the dates straight. I believe, yes. He was able to convene the parliament around the 1st of September, and I believe the aid was released on the 11th of September.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That began with the parliament seated on that day. It was a 24 hour session, but then it continued for some time.
0201-11-19	Kurt Volker	W-Volker	W-Volker	It started off in a very encouraging way. Yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Can you repeat the question? I’m sorry.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That’s correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes. In September of 2017, I was invited by Secretary Tillerson to do a pre-brief with President Trump before his meeting with President Poroshenko on the margins of the UN general assembly. I did the pre-brief and then I took part in the bilateral meeting.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes, he had a very strongly negative view.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes. I want to be very careful here because this was a bilateral meeting between the two presidents. I don’t want to stray into classified material. But I can tell you my impression was that he had a very strongly negative view of Ukraine at the time.
